2004–	2004-
njoarusteapmi	njoarosteapmi
njukcamánu	njukčamánu
njukčam.	njuk
njukčá	njukča
njukčámánu	njukčamánu
njunnušii	njunnošii
njunnužat	njunnošat
njunnužis	njunnošis
njunoš	njunuš
njunožat	njunnošat
njunožii	njunnošii
njunožis	njunnošis
njunužis	njunnošis
njuoggadusaid	njuolggadusaid
njuoggadusat	njuolggadusat
njuolggočiegagat	njuolggočiegat
njuolgguslaŧ	njuolgguslaš
njuolggádusaid	njuolggadusaid
njuolggádusat	njuolggadusat
njuonnožat	njunnošat
njuonnožis	njunnošis
njuonuš	njunuš
njuorostit	njoarostit
njuovžieabbon	njuovžileabbon
njuozibut	njoazibut
njurgogoahtá	njurgugoahtá
njáhka	njáhká
njálgat	njálggat
njálmmalaččat	njálmmálaččat
njálmmalaš	njálmmálaš
njálmmigeaži	njálmmegeaži
njálmái	njálbmái
njávkkasti	njávkkastii
noađđásit	noađđádit
nomada	nomáda
nomaliseret	normaliseret
norpmáiguin	norpmaiguin
nubbe	nubbi
nubbesadjásaš	nuppisadjásaš
nubbijođiheadjji	nubbijođiheaddji
nubbát	nuppát
nubhi	nubbi
nuohtiin	nuhtiin
nuolgga	njuolgga
nuondda-hallamiidda	nuonddahallamiidda
nuonddahuvvan	nuonddahuvvon
nuoraguin	nuoraiguin
nuoraidkonferanssas	nuoraidkonferánssas
nuoraidoaimmaid	nuoraiddoaimmaid
nuoraidpsykiáhtralaš	nuoraidpsykiátralaš
nuoraidpsyktiatralaš	nuoraidpsykiátralaš
nuoraiskuvla	nuoraidskuvla
nuoriad	nuoraid
nuorragándán	nuorragándan
nuorrasáhpaniid	nuorrasáhpániid
nuortalaččaŧ	nuortalaččat
nuorttabeal	nuorttabealde
nuppastuhttin	nuppástuhttin
nuppeloht	nuppelot
nuppeš	nuppes
nuppádaside	nuppádasaide
nuppástuhtinprográmma	nuppástuhttinprográmma
nuppástuhttema	nuppástuhttima
nuppástuhttenbálkká	nuppástuhttinbálkká
nuppástuhttenáiggis	nuppástuhttináiggis
nuppástuhttenáigi	nuppástuhttináigi
nuppšstuhttit	nuppástuhttit
nuvtta	nuvttá
nággogážaldat	nággogažaldat
nággubohciideaddji	nággobohciideaddji
nágodan	nagodan
nágodat	nagodat
nágodit	nagodit
nágot	nagot
nágudan	nagodan
nágut	nagot
náhkeha	nahkeha
náhkehii	nahkehii
náhkáriid	nahkáriid
náittusbeallelaš	náittosbeallelaš
náittusdilli	náittosdilli
náittusdillái	náittosdillái
náittusguoimmi	náittosguoimmi
náivvašii	návddašii
nákkuŧ	nákkut
nákčii	nákcii
nálaštuhttimii	náláštuhttimii
námuhit	namuhit
nástiid	násttiid
nástit	násttit
náttusdili	náittosdili
návccáiguin	návccaiguin
náveta	náveha
návsto	návstu
návččaid	návccaid
nášunala	našunála
náššunála	našunála
oaccun	oaččun
oadnit	oaidnit
oaffaruššujuvvojit	oaffaruššojuvvojit
oaffárat	oaffarat
oaffáriidda	oaffariidda
oahhpogirjjiid	oahppogirjjiid
oahpahalleáigodaga	oahpahalliáigodaga
oahpaheaddjioahpahussi	oahpaheaddjioahpahussii
oahpaheddjin	oahpaheddjiin
oahpaheddjit	oahpaheaddjit
oahpahusfáladagain	oahpahusfálaldagain
oahpahusráđđai	oahpahusráđđái
oahpahussi	oahpahussii
oahpait	oahpahit
oahpi	oahppi
oahppaheaddji	oahpaheaddji
oahppahusgeatnegas	oahpahusgeatnegas
oahppasiin	oahppásiin
oahppes	oahpes
oahppid	ohppiid
oahppmii	oahppamii
oahppmiidda	oahppamiidda
oahppn	oahppan
oahppofáladagaid	oahppofálaldagaid
oahppogirjiid	oahppogirjjiid
oahppogirjiin	oahppogirjin
oahppogirjjid	oahppogirjjiid
oahppogirjjii	oahppogirjji
oahppogáibadusas	oahppogáibádusas
oahpponeavvo-ráhkadeapmai	oahpponeavvoráhkadeapmái
oahppoplánajovkkuide	oahppoplánajoavkkuide
oahppui	ohppui
oahppuin	oahpuin
oahppásmuvvat	oahpásmuvvat
oahppásmuvvet	oahpásmuvvet
oahppásnuvvat	oahpásnuvvat
oahppášmuvvat	oahpásmuvvat
oahpá-snuvvat	oahpásnuvvat
oahpáhusa	oahpahusa
oahpáhuslága	oahpahuslága
oahpásat	oahppásat
oaidnan	oaidnán
oaidne	oidne
oaidnitmeahttun	oaidnemeahttun
oainnan	oainnán
oainnasmahttimii	oainnusmahttimii
oainnasmahttimiidda	oainnusmahttimiidda
oainnide	oainnuide
oainnudeaset	oainnuideaset
oainnuigun	oainnuiguin
oainnuiid	oainnuid
oaive	oaivi
oaivegavpot	oaivegávpot
oaivilda	oaivvilda
oaivildii	oaivvildii
oaiviliiddaset	oaiviliiddiset
oaiviliiddat	oaiviliiddát
oaiviliiddeset	oaiviliiddiset
oaiviliidiset	oaiviliiddiset
oaivvila	oaivvilda
oaivvildeje	oaivvildedje
oaivvilduvvoi	oaivvilduvvui
oaivvildá	oaivvilda
oaivvilidit	oaivvildit
oaivvilidt	oaivvildit
oaivváhuvvan	oaivvahuvvon
oajppat	oahppat
oalat	oalát
oallatge	oallátge
oaluldávtti	oaloldávtti
oalái	oalgái
oamastabvuoigatvuohta	oamastanvuoigatvuohta
oamastanvuogádaŧ	oamastanvuogádat
oamastavuoigatvuohta	oamastanvuoigatvuohta
oamasteddji	oamasteaddji
oamstit	oamastit
oamástit	oamastit
oaneduvvon	oaniduvvon
oanehaccat	oanehaččat
oanehaččaŧ	oanehaččat
oanehisšilljogirdimaŧ	oanehisšilljogirdimat
oanehot	oanehut
oanehččat	oanehaččat
oapmáhaččaiguin	oapmahaččaiguin
oapponeavvoguovddážis	oahpponeavvoguovddážis
oapponeavvuid	oahpponeavvuid
oarje	oarjji
oarjeafriikka	Oarje-Afrihkká
oarjjabeal	oarjjabealde
oarjje	oarjji
oasitit	oastit
oassalastit	oassálastit
oasseaiggepolitihkkarat	oasseáigepolitihkkárat
oasseaiggepolitihkkariin	oasseáigepolitihkkáriin
oassemáhtolaš-vuohta	oassemáhtolašvuohta
oasseruhtadeamiiguin	oasseruhtademiiguin
oassesáigepolitihkkáriid	oasseáigepolitihkkáriid
oassálastan	oassálastán
oassálastejit	oassálastet
oassálastii	oassálasttii
oassálatit	oassálastit
oastan	oastán
oaste	oste
oastinovdavuoigatvuodas	oastinovdavuoigatvuođas
oasálastejit	oassálastet
oasálastii	oassálasttii
oasálastteje	oasálaste
oasálasttejit	oasálastet
oasálastten	oasálasten
oasálasttet	oassálastet
oasálasttit	oassálastit
oasálaččaguin	oasálaččaiguin
oat	Dat
oavdomearkkaiguin	ovdamearkkaiguin
oavvilda	oaivvilda
oavvildit	oaivvildit
oazzu	oažžu
oazzut	oažžut
oaččon	oaččun
oaččoše	oččoše
oaččošedje	oččošedje
oaččošeimmet	oččošeimmet
oaččošii	oččošii
oaččuiiga	oaččuiga
oaččušii	oččošii
oađđemin	oađđimin
oažžui	oaččui
oažžumus	oažžumis
obalaččat	oppalaččat
obalaš	oppalaš
obanassige	obanassiige
obanassinge	obanassiige
obá	oba
ocadit	ozadit
ochan	ohcan
odastuvvojedje	ođastuvvojedje
odda	ođđa
oddajagisartni	ođđajagisártni
oddamállet	ođđamállet
oddasis	ođđasis
odná	otná
odoaibmaortnega	doaibmaortnega
ohcakeahttá	ozakeahttá
ohcanaigemearri	ohcanáigemearri
ohcanvuoigatvuoda	ohcanvuoigatvuođa
ohccala	ohcala
ohccat	ohcat
ohcct	ohcat
ohci	ohcci
ohcmaiid	ohcamiid
ohcán	ohcan
ohkiin	ogiin
ohppihii	ohpihii
ohppiidjoavkui	ohppiidjovkui
ohppoplána	oahppoplána
ohppováillat	oahppováillat
oiannestit	oainnestit
oidejupmi	oidojupmi
oidnisis	oidnosis
oidnossii	oidnosii
oidnu	oaidnu
oinii	oinnii
oinnimet	oinniimet
oitta	gitta
okatge	oktage
okatvuođas	oktavuođas
okta-vuođas	oktavuođas
oktain	oktan
oktanasa	oktanaga
oktasaaš	oktasaš
oktasaccat	oktasaččat
oktasgaslaš	oktagaslaš
oktavuiođas	oktavuođas
oktavuoa	oktavuođa
oktavuoda	oktavuođa
oktavuodain	oktavuođain
oktavuodas	oktavuođas
oktavuođaš	oktavuođas
oktašas	oktasaš
okti	oktii
oktibuot	oktiibuot
oktigait	oktiigait
oktiibidjankeahttá	oktiibijakeahttá
oktiibut	oktiibuot
oktiilaččat	oktilaččat
oktiilašvuohta	oktilašvuohta
oktilas	oktilaš
oktovuoigatvuoda	oktovuoigatvuođa
oktovuoigatvuođ	oktovuoigatvuođa
olamearis	olámearis
olamuddui	olámuddui
olamuttos	olámuttos
olamuttus	olámuttos
olbma	olbmá
olbmaiguin	olbmáiguin
olbmat	olbmát
olbmoid	olbmuid
olbmoide	olbmuide
olbmoiguin	olbmuiguin
olbmoin	olbmuin
olbmoŧ	olbmot
olbmu	olbmo
olbmut	olbmot
olg-gut	olggut
olges	olgeš
olggosguvlui	olggošguvlui
olggošit	olgguštit
olggoštuvvojit	olgguštuvvojit
olggubealde	olggobealde
olgo	olgu
olgobeal	olggobealde
olgonastin	olgunastin
olgoriikkii	olgoriikii
olgoriikklalaččat	olgoriikkalaččat
olgoritministarii	olgoriikaministarii
olgortiministtar	olgoriikaministtar
olgos	olggos
olgosgollun	olggosgollun
olhmot	olbmot
oliislaš	ollislaš
olislaččat	ollislaččat
olitiijáin	politiijain
oljo	olju
ollasii	ollásii
ollasit	ollásit
ollašuvva	ollašuvvá
ollašuhttujuvvon	ollašuhttojuvvon
ollgooaidnit	olggosoaidnit
ollilaš	ollislaš
ollisalašvuođa	ollislašvuođa
ollislaccat	ollislaččat
ollislas	ollislaš
ollisolaččaide	ollislaččaide
ollju	olju
ollogat	ollugat
ollosii	ollosiid
ollusa	ollosat
ollásuvvojit	ollašuvvet
ollášuhttiimet	ollašuhtiimet
ollášuvvan	ollašuvvan
ollášuvvat	ollašuvvat
ollášuvvon	ollašuvvan
ollášuvvá	ollašuvvá
olmmai	olmmái
olmmos	olmmoš
olmmosšlažžii	olmmošlažžii
olmmošvuoigaid	olmmošvuoigatvuođaid
olmmáivákki	Olmmáivákki
olympijameašttirin	olympiijameašttirin
oláhusa	olahusa
oposišuvdna	opposišuvdna
oposišuvnnas	opposišuvnnas
oppa-nassiige	oppanassiige
oppaaide	oppalaččaide
oppalaccat	oppalaččat
oppalašvuoda	oppalašvuođa
oppažžii	oppalažžii
opplaččat	oppalaččat
orange	oránša
orangeruoššat	oránšaruoššat
ordnejuvvun	ordnejuvvon
orgaisašuvnnain	organisašuvnnain
organisatoraláš	organisatuvrralaš
organisatuvralaš	organisatuvrralaš
organiserejuvvoi	organiserejuvvui
organiserjuvvon	organiserejuvvon
organiseremistis	organiseremisttis
organisášuvnnas	organisašuvnnas
orginála	originála
orginálteavsttaid	originálateavsttaid
orgán	orgána
orgániserema	organiserema
orrugoahtet	orrugoahtit
orrundoarja	orrundoarjja
ortnetgat	ortnegat
ortneŧ	ortnet
oskGon	oskon
oskkudet	oskodet
oskkumušealliid	oskumušelliid
oskkáldasaŧ	oskkáldasat
oskugodii	oskugođii
oskáldasmeahttumis	oskkáldasmeahttumis
oskáldasmeahttun	oskkáldasmeahttun
ossudat	ossodat
ostte	oste
otna	otná
ovaolmmoš	ovdaolmmoš
ovda	ovdal
ovdagiitii	ovdagihtii
ovdagottilanjas	ovdagoddelanjas
ovdalgiitii	ovddalgihtii
ovdalot	ovttalot
ovdaláigohiŧ	ovdaláigohit
ovdamanniŧ	ovdamannit
ovdan-buktinbáikin	ovdanbuktinbáikin
ovdan-buktinhápmi	ovdanbuktinhápmi
ovdan-buktá	ovdanbuktá
ovdanan	ovdánan
ovdanbuktimistis	ovdanbuktimisttis
ovdaneami	ovdáneami
ovdaneamis	ovdáneamis
ovdaneapmi	ovdáneapmi
ovdaneapmái	ovdáneapmái
ovdanit	ovdánit
ovdda	ovtta
ovddabeal	ovddabealde
ovddadusbellodaga	ovddádusbellodaga
ovddadusbellodat	ovddádusbellodat
ovddalgihti	ovddalgihtii
ovddamearka	ovdamearka
ovddasdeaddji	ovddasteaddji
ovddasdeaddjit	ovddasteaddjit
ovddasteddji	ovddasteaddji
ovddasvastádus	ovddasvástádus
ovddasvstdus	ovddasvástádus
ovddasvástadus	ovddasvástádus
ovddasvástadusa	ovddasvástádusa
ovddasvástadusas	ovddasvástádusas
ovddavástideaddji	ovddasvástideaddji
ovddavástádus	ovddasvástádus
ovddavástádusa	ovddasvástádusa
ovdddas	ovddas
ovddemusát	ovddemusat
ovddes	ovddeš
ovddesáigái	ovddešáigái
ovddidanfaonda	ovddidanfoanda
ovddidanprográmmid	ovddidanprográmmaid
ovddideapmai	ovddideapmái
ovddidt	ovddidit
ovddiid	ovttiid
ovdditit	ovddidit
ovddásvástádus	ovddasvástádus
ovddáneapmai	ovdáneapmái
ovdideami	ovddideami
ovdidit	ovddidit
ovdinbuktin	ovdanbuktin
ovdál	ovdal
ovdánahtašii	ovdánahtášii
ovdánahttemis	ovdánahttimis
ovdánboahtá	ovdanboahtá
ovdáneamiin	ovdánemiin
ovdáná	ovdána
ovdánán	ovdánan
ovgagihtii	ovdagihtii
ovtatstallama	ovttastallama
ovttabealálaččaŧ	ovttabealálaččat
ovttadássasaš	ovttadássásaš
ovttajienalaccat	ovttajienalaččat
ovttakas	ovttaskas
ovttamano	ovttatmano
ovttamáno	ovttatmano
ovttaráđalašvuođa	ovttaráđálašvuođa
ovttasbargguommit	ovttasbargoguoimmit
ovttasbargojulggáštus	ovttasbargojulggaštus
ovttasbargošiehttadusa	ovttasbargošiehtadusa
ovttasbargošiehttadusas	ovttasbargošiehtadusas
ovttasbárgojoavku	ovttasbargojoavku
ovttasdahttojuvvon	ovttastahttojuvvon
ovttasdus	ovttastus
ovttasdusain	ovttastusain
ovttaskaš	ovttaskas
ovttasráđii	ovttasráđiid
ovttastahttášii	ovttastahtášii
ovttastusii	ovttastussii
ovttasvástadus	ovddasvástádus
ovttasvástolaš	ovddasvásttolaš
ovttatmanot	ovttatmano
ovttatmáno	ovttatmano
ovttárvosašvuohta	ovttaárvosašvuohta
ozolacca	ozolačča
ozolaccat	ozolaččat
ozovuoigatvuoda	ozovuoigatvuođa
ozovuoigatvuodabáktelága	ozovuoigatvuođabáktelága
ozovuoigatvuodas	ozovuoigatvuođas
oččo	ožžo
oččon	ožžon
oččosedje	oččošedje
oččui	oaččui
ođđasmahttit	ođasmahttit
ođasmahttan	ođasmahttán
ođasmahtteje	ođasmahtte
ođasmahttojuvui	ođasmahttojuvvui
ođastiŧ	ođastit
ođđ	ođđa
ođđamallet	ođđamállet
ođđastit	ođastit
ođđaáigasaš	ođđaáigásaš
ođđaáigáhaš	ođđaáigásaš
ođđá	ođđa
ođđáigásaš	ođđaáigásaš
ožas	ozas
ožžun	oažžun
ožžut	oažžut
palestiinalaš	palestinalaš
panser	pánser
paragrafa	paragráfa
paragráf	paragráfa
paralealla	parallealla
parlameantaralaš	parlamentáralaš
parlamentarálaš	parlamentáralaš
parlamenta	parlameanta
parlamentalaš	parlamentáralaš
parlamentta	parlameantta
parlamentárlaš	parlamentáralaš
pasiiva	passiiva
patriarkalaš	patriarkálalaš
pavagirku	poavagirku
pearšuvnnalaččat	persovnnalaččat
pedagoda	pedagoga
pedogogalaš	pedagogalaš
penna	peanna
pensjonista	penšunista
penšonista	penšunista
penšonkássat	penšunkássat
penšonkássii	penšunkássii
penšonvuoigatvuođaid	penšunvuoigatvuođaid
penšouproseantta	penšunproseantta
persepšudvii	persepšuvdnii
personálstivrra	personálastivrra
persovnnalaccat	persovnnalaččat
peršonalgiehtagiehtagirjji	personálagiehtagirjji
peršuvdnálaččat	persovnnalaččat
peršuvnnalas	persovnnalaš
pingvina	pingviidna
pinniidemiid	biinnidemiid
pinniidit	biinnidit
plakátat	plakáhtat
plana	plána
planejuvvo	plánejuvvo
planejuvvujit	plánejuvvojit
plastihkkalottid	plastihkkalottiid
platinaskearru	platiidnaskearru
pleksaglássa	pleksiglássa
plánaevttuhusas	plánaevttohusas
plánai	plánii
plánenjuvvon	plánejuvvon
pláná	plána
plástihka	plastihka
plástihkka	plastihkka
poastagoartain	poastagoarttain
poastajournala	poastajournála
polara	polára
poliiijáin	politiijain
poliijaid	politiijaid
polisiijaid	politiijaid
polithkalaš	politihkalaš
politiadvokáhtta	politiijaadvokáhta
politiat	politiijat
politihkaláš	politihkalaš
politihkarat	politihkkarat
politihkariid	politihkkariid
politihkariidda	politihkkariidda
politihkariin	politihkkariin
politihkkálačat	politihkalaččat
politihkkálaččat	politihkalaččat
politihkkálaš	politihkalaš
politihklaš	politihkalaš
politiiat	politiijat
politiiija	politiija
politijaduođaštusa	politiijaduođaštusa
politijaide	politiijaide
politijat	politiijat
politijját	politiijat
politijáide	politiijaide
politiját	politiijat
polotiijat	politiijat
poltihkalaš	politihkalaš
poltihkkalaš	politihkalaš
poltihkkálaš	politihkalaš
poltiijat	politiijat
pornográfiija	pornografiija
porsáŋgolaččat	porsáŋgulaččat
poršeavttas	prošeavttas
positiivlaš	positiivvalaš
positivva	positiivva
postiivvalaš	positiivvalaš
potihkkasurggiid	politihkkasurggiid
praktihkkalaččat	praktihkalaččat
praktihkkalaš	praktihkalaš
praktihkkálaš	praktihkalaš
praktihkálaš	praktihkalaš
prágmahtalaš	pragmáhtalaš
práktihkkárii	praktihkkárii
práktihkkáris	praktihkkáris
preassadieđahusas	preassadieđáhusas
presensa	preseansa
presidaenta	presideanta
presideanttad	presideanttaid
presideantái	presidentii
presidenta	presideanta
presidentta	presideantta
pressedieđáhusastis	preassadieđáhusastis
prihsihppa-dieđáhusaid	prinsihppadieđáhusaid
prinisihpa	prinsihpa
prisihpaid	prinsihpaid
prisihpas	prinsihpas
privahta	priváhta
privahtaskuvllaid	priváhtaskuvllaid
priváhtarievttalaš	priváhtarievttálaš
proavas	proavás
proavassuohkana	proavássuohkana
proavasvirgái	proavásvirgái
proavásin	proavástin
produsenttaid	produseanttaid
produserensistema	produserensystema
profeassor	professor
profesjonealla	profeššunealla
professoras	professoris
profešonealla	profeššunealla
profila	profiila
programma	prográmma
programmaid	prográmmaid
programmas	prográmmas
progámma	prográmma
progámmas	prográmmas
promillegilvvu	promillagilvvu
promilleiskan	promillaiskan
propaganda	propagánda
propagándai	propagándii
proseaktajođiheaddji	prošeaktajođiheaddji
proseantalaš	proseanttalaš
proseassalahkaaddimis	proseassaláhkaaddimis
proseavtta	prošeavtta
prosetalaš	proseanttalaš
prospekterenossodaŧ	prospekterenossodat
prošavttat	prošeavttat
prošeaktaruhtadeamiin	prošeaktaruhtademiin
prošeattain	prošeavttain
prošeaktii	prošektii
prámaŧ	prámat
psykiatralaš	psykiátralaš
psykiatrálaš	psykiátralaš
psykiáhtralaš	psykiátralaš
psyklologaoahpu	psykologaoahpu
psyklologiija	psykologiija
psykologijii	psykologiijii
psykologálaš	psykologalaš
pumpežii	pumpešii
pussestalla	pussestallá
páhkkejuvovn	páhkkejuvvon
páhkká	páhkka
páhká	páhka
páhkáid	páhkaid
páhkás	páhkas
párasihtaid	parasihtaid
rabahttaortnegiid	rabáhttaortnegiid
rabies	rábies
radioa	rádio
radiokánale	radiokanála
radisáddagiid	radiosáddagiid
radjai	rádjái
radjet	rádjet
radjái	rádjái
rahkaduvvon	ráhkaduvvon
rahkaduvvot	ráhkaduvvot
rahkkanemiid	ráhkkanemiid
rahkkanišgoahtá	ráhkkanišgoahtá
rahpa	rahpá
rahpana	rahpasa
rahpojuvvo	rahppojuvvo
rahppan	rahpan
rahppá	ráhppá
rahpui	rahppui
rahpámiin	rahpamiin
rahčámuš	rahčamuš
raidu	ráidu
raigi	ráigi
raje	ráje
rajes	rájes
raji	ráji
ransáhket	ránsáhket
rasistalaš	rasisttalaš
rasistalažžan	rasisttalažžan
rasta	rastá
rastideaddji	rasttideaddji
rastideaddjái	rasttideaddjái
rastideddjiide	rasttideddjiide
rastilda	rasttilda
rastildeaddji	rasttildeaddji
rastildit	rasttildit
ratifikašuvngažaldat	ratifikašuvdnagažaldat
ravisolbmuid	rávesolbmuid
rađiiduvvot	ráđiiduvvot
raŋgaštemi	ráŋggášteami
reabbaealliŧ	reabbáeallit
reabbáid	reappáid
readjai	rádjái
readjái	rádjái
reahkaid	reahkáid
reahkkaid	reahkáid
reainnarat	reainnárat
reajes	rájes
realgelbbolašvuohta	reálagelbbolašvuohta
realgelbbolašvuođa	reálagelbbolašvuođa
reanga	reaŋga
reangan	reaŋgan
reanggat	reaŋggat
reat	leat
reavččagit	reavžžagit
reaškihit	reaškkihit
referansajoavkku	referánsajoavkku
refoarbma	reforbma
regias	regiijas
regiondepartemeantii	regiondepartementii
regiovdnapolitihkkalaš	regiovdnapolitihkalaš
regiovnnalaccat	regiovnnalaččat
registerejuvvon	registrerejuvvon
registeren	registreren
registrerjuvvot	registrerejuvvot
registtara	registara
registtariid	registariid
registtariidda	registariidda
rehkanastit	rehkenastit
rehkanastá	rehkenastá
rehkedoalujagi	rehketdoallojagi
rehkedoalus	rehketdoalus
rehkedollui	rehketdollui
rehkenastan	rehkenastán
rehkenastejit	rehkenastet
rehkenastejuvvon	rehkenastojuvvon
rehkenasttojuvvo	rehkenastojuvvo
rehkenástimis	rehkenastimis
rehketdoallo	rehketdoallu
rehketgirjjiŧ	rehketgirjjit
reiviid	reivviid
rekakšvudnan	reakšuvdnan
rekonstrukšudvii	rekonstrukšuvdnii
rekor	rektor
rektuteret	rekruteret
relavánta	relevánta
religiovdahistorjá	religiovdnahistorjá
religuvnnalaš	religiuvnnalaš
repertoaras	repertoáras
reportarat	reportárat
reportaša	reportáša
reportoára	reportára
reporttar	reportár
rertejit	fertejit
resturáŋŋa	restoráŋŋa
resturáŋŋas	restoráŋŋas
resursssaid	resurssaid
resurššaid	resurssaid
resurššat	resurssat
reákšuvnnaid	reakšuvnnaid
reákšuvnnat	reakšuvnnat
reškii	reškkii
rhkadit	ráhkadit
riavddai	rievddai
ribáhit	ribahit
riddo	riddu
ridduguovlu	riddoguovlu
riegadan	riegádan
riegadanbeaivi	riegádanbeaivi
riegadii	riegádii
riegeara	rigeara
riegádahttejit	riegádahttet
riegádattán	riegádahttán
rieiddut	reaiddut
riekteipmádusaid	riekteipmárdusaid
riektenjuolggadusaŧ	riektenjuolggadusat
riekteoahppavaččaŧ	riekteoahppavaččat
riekteoainnuŧ	riekteoainnut
riektevuogádaŧ	riektevuogádat
rievadadusaid	rievdadusaid
rievadit	rievdadit
rievda	rievdá
rievdakeahttá	rievdatkeahttá
rievdeami	rievdadeami
rievdii	rievidii
rievsahiid	rievssahiid
rievssagárddii	rievssatgárddiid
rievssatnjuovvanin	rievssatnjuovvamin
rievttilaš	rievttálaš
rievttioiainnu	rievttioainnu
riggodahkkii	riggodahkii
rihkkomeahttumis	rihkkumeahttumis
rihkkomeahttun	rihkkumeahttun
rihkušii	rihkošii
rihpestit	rihpastit
rihčagii	rihččagii
riiddudet	riiddodet
riidogážaldat	riidogažaldat
riiduid	riidduid
riiggáseamos	riggámus
riiissaid	riissaid
riikačoahkkamii	riikačoahkkimii
riikačoahkkims	riikačoahkkimis
riikkaidgaskasáš	riikkaidgaskasaš
riikkaoasilávdegotti	riikkaoasselávdegotti
riikkačoahkkimi	riikačoahkkimii
riikkii	riikii
riikkis	rikkis
rikkaidgaskasaš	riikkaidgaskasaš
rikkástuvvat	rikkustuvvat
ringestan	riŋgestan
ringet	riŋget
rislareahka	risláreahka
rissagárit	riššagárit
risteatnái	risteadnái
rittubeal	rittubeale
rivadit	ribadit
rivdadit	rievdadit
rivssatbivdu	rievssatbivdu
rivttit	rivttiid
rivveŧ	rivvet
rjes	rájes
roahkkatvuodain	roahkkatvuođain
roankasat	roaŋkasat
roankesuorpmaiguin	roaŋkesuorpmaiguin
